City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Broome,42.2506,-75.833,44.98,93,100,13.8,US,2023-10-30 21:11:44
294,Namibe,-15.1961,12.1522,65.86,81,0,4.18,AO,2023-10-30 21:15:30
295,Riberalta,-10.9833,-66.1,91.6,62,75,11.5,BO,2023-10-30 21:15:30
296,Lakhipur,26.0299,90.3041,70.9,82,54,4.88,IN,2023-10-30 21:15:30
297,Labis,2.385,103.021,74.64,95,100,1.88,MY,2023-10-30 21:15:30
298,Mountain Home,43.133,-115.6912,47.14,37,0,5.75,US,2023-10-30 21:11:05
299,Nasir,15.5894,32.5634,91.69,32,92,11.32,SD,2023-10-30 21:15:30
300,Sarangani,5.4033,125.4636,82.31,71,97,1.39,PH,2023-10-30 21:15:30
301,Jerez De Garcia Salinas,22.65,-103.0,79.39,38,86,9.01,MX,2023-10-30 21:15:31
302,Howrah,22.5892,88.3103,77.0,83,48,0.0,IN,2023-10-30 21:15:31
303,Ternopil,49.5559,25.6056,55.35,59,98,7.56,UA,2023-10-30 21:15:31
304,Huarmey,-10.0681,-78.1522,66.67,87,57,15.12,PE,2023-10-30 21:15:31
305,Copiapo,-27.3667,-70.3333,64.09,20,95,8.55,CL,2023-10-30 21:15:31
306,Ancud,-41.8697,-73.8203,47.28,66,6,14.7,CL,2023-10-30 21:15:31
307,Ayaviri,-14.8864,-70.5889,65.8,19,68,10.76,PE,2023-10-30 21:15:31
308,Ghat,24.9647,10.1728,77.63,18,0,4.12,LY,2023-10-30 21:15:32
309,Horta,38.5333,-28.6333,66.02,81,40,18.99,PT,2023-10-30 21:11:20
310,Geraldton,-28.7667,114.6,54.01,76,4,10.36,AU,2023-10-30 21:14:17
311,Embi,48.8264,58.1442,39.18,73,100,16.69,KZ,2023-10-30 21:15:32
312,Bastia,42.6667,9.3333,67.33,72,20,18.99,FR,2023-10-30 21:15:32
313,Bambanglipuro,-7.95,110.2833,74.91,92,14,2.59,ID,2023-10-30 21:15:32
314,Hamilton,39.1834,-84.5333,46.06,83,100,11.5,US,2023-10-30 21:15:33
315,Ulanhot,46.0833,122.0833,32.09,52,89,7.54,CN,2023-10-30 21:15:33
316,Plymouth,41.8334,-70.8328,55.71,96,100,5.75,US,2023-10-30 21:15:27
317,Zaozersk,69.4005,32.4476,20.95,94,100,13.35,RU,2023-10-30 21:15:33
318,Monrovia,6.3005,-10.7969,78.57,79,69,10.27,LR,2023-10-30 21:15:33
319,Nakhon Thai,17.1006,100.8374,73.04,98,100,1.63,TH,2023-10-30 21:15:34
320,Celestun,20.8667,-90.4,79.83,75,4,13.42,MX,2023-10-30 21:15:34
321,Hovd,48.0056,91.6419,36.99,62,100,0.94,MN,2023-10-30 21:15:34
322,Akureyri,65.6835,-18.0878,21.13,86,0,0.0,IS,2023-10-30 21:15:34
323,Luwuk,-0.9516,122.7875,77.29,78,98,5.44,ID,2023-10-30 21:13:51
324,Kalach-Na-Donu,48.691,43.5264,47.43,78,93,7.61,RU,2023-10-30 21:15:35
325,Pisco,-13.7,-76.2167,73.45,64,48,23.02,PE,2023-10-30 21:10:51
326,Qusmuryn,52.4503,64.6311,34.03,82,100,14.18,KZ,2023-10-30 21:15:35
327,Vilyuysk,63.7553,121.6247,5.0,96,100,4.0,RU,2023-10-30 21:15:36
328,Forster,-32.1667,152.5167,70.29,66,69,6.82,AU,2023-10-30 21:15:36
329,Port Elizabeth,-33.918,25.5701,60.31,85,75,14.97,ZA,2023-10-30 21:15:36
330,Talnakh,69.4865,88.3972,1.2,95,100,5.41,RU,2023-10-30 21:14:08
331,Nganjuk,-7.6051,111.9035,77.25,76,57,1.36,ID,2023-10-30 21:15:36
332,Puerto Aysen,-45.4,-72.7,48.76,85,10,0.36,CL,2023-10-30 21:11:57
333,Hadibu,12.65,54.0333,79.72,75,95,11.48,YE,2023-10-30 21:15:36
334,Freetown,8.484,-13.2299,80.31,83,40,8.05,SL,2023-10-30 21:15:10
335,Kinablangan,7.6947,126.5503,77.18,84,84,3.67,PH,2023-10-30 21:10:55
336,Wonsan,39.1528,127.4436,54.79,81,0,6.85,KP,2023-10-30 21:15:37
337,Mao,39.8885,4.2658,68.56,77,20,18.41,ES,2023-10-30 21:15:37
338,Kindia,10.0569,-12.8658,73.17,85,84,4.21,GN,2023-10-30 21:15:37
339,Prince Rupert,54.3161,-130.3201,44.69,72,0,2.3,CA,2023-10-30 21:15:37
340,Birobidzhan,48.8,132.95,35.82,69,98,3.49,RU,2023-10-30 21:15:37
341,Ust'-Dzheguta,44.0834,41.9763,54.03,61,0,5.48,RU,2023-10-30 21:15:37
342,El Granada,37.5027,-122.4694,76.8,29,0,8.05,US,2023-10-30 21:15:37
343,Coahuayana De Hidalgo,18.7,-103.6583,87.48,63,33,6.58,MX,2023-10-30 21:15:38
344,Santo Antonio,-6.3106,-35.4789,76.57,70,12,15.1,BR,2023-10-30 21:15:38
345,Kangaba,11.9333,-8.4167,83.7,43,90,3.2,ML,2023-10-30 21:15:38
346,Kencong,-8.2833,113.3667,74.05,90,29,1.54,ID,2023-10-30 21:15:38
347,Dickinson,29.4608,-95.0513,52.16,84,100,18.41,US,2023-10-30 21:11:37
348,Bikapur,26.6,82.1333,70.47,55,42,1.9,IN,2023-10-30 21:15:38
349,Walker,30.7335,-95.5669,45.34,100,100,13.8,US,2023-10-30 21:15:38
350,Villa Regina,-39.1,-67.0667,66.97,15,95,3.0,AR,2023-10-30 21:15:38
351,Bochum,51.4833,7.2167,56.25,88,100,1.01,DE,2023-10-30 21:15:39
352,Vetovo,43.7,26.2667,60.58,57,0,8.21,BG,2023-10-30 21:15:39
353,Meadow Lake,34.8014,-106.5436,51.62,36,0,3.78,US,2023-10-30 21:15:39
354,Mach,29.8637,67.3298,65.93,50,5,1.79,PK,2023-10-30 21:15:39
355,Antalaha,-14.9003,50.2788,72.54,91,93,4.29,MG,2023-10-30 21:15:39
356,Mount Pearl,47.5166,-52.7813,40.44,64,100,1.01,CA,2023-10-30 21:10:52
357,Kitimat,54.0524,-128.6534,37.78,42,1,0.45,CA,2023-10-30 21:15:39
358,Kavieng,-2.5744,150.7967,78.24,84,100,5.68,PG,2023-10-30 21:15:40
359,Coruripe,-10.1256,-36.1756,73.0,76,100,5.79,BR,2023-10-30 21:15:40
360,Iba,15.3667,120.0333,74.16,77,100,5.53,PH,2023-10-30 21:15:40
361,Mabaruma,8.2,-59.7833,77.27,90,90,2.46,GY,2023-10-30 21:15:40
362,Zliten,32.4674,14.5687,74.89,62,38,12.77,LY,2023-10-30 21:15:40
363,Banda Aceh,5.5577,95.3222,78.58,81,100,3.13,ID,2023-10-30 21:11:39
364,Aasiaat,68.7098,-52.8699,25.79,77,6,18.9,GL,2023-10-30 21:11:24
365,Sokoni,-6.4333,39.55,79.79,80,100,15.28,TZ,2023-10-30 21:11:28
366,Yanam,16.7333,82.2167,74.84,77,39,4.03,IN,2023-10-30 21:15:40
367,Susuman,62.7833,148.1667,1.98,97,86,1.01,RU,2023-10-30 21:15:40
368,Sonari,27.0667,95.0333,67.01,82,40,2.08,IN,2023-10-30 21:15:40
369,Palmer,42.1584,-72.3287,51.24,85,100,3.44,US,2023-10-30 21:15:41
370,Aleg,17.0481,-13.9209,93.74,18,39,8.52,MR,2023-10-30 21:15:41
371,Machakos,-1.5167,37.2667,66.15,97,45,4.27,KE,2023-10-30 21:15:41
372,Mount Isa,-20.7333,139.5,73.17,68,65,0.0,AU,2023-10-30 21:15:41
373,Nadi,-17.8,177.4167,84.2,61,20,6.91,FJ,2023-10-30 21:15:28
374,Matthew Town,20.95,-73.6667,84.47,70,48,1.28,BS,2023-10-30 21:15:42
375,San Antonio,29.4241,-98.4936,44.62,77,100,16.11,US,2023-10-30 21:14:37
376,Janoshalma,46.2986,19.3258,64.2,40,73,13.22,HU,2023-10-30 21:15:42
377,Xuchang,34.0167,113.8167,63.86,58,0,9.26,CN,2023-10-30 21:12:59
378,Tofol,5.3248,163.0078,83.46,73,100,10.56,FM,2023-10-30 21:15:42
379,Kolonia,50.9333,6.95,55.96,91,20,9.22,DE,2023-10-30 21:15:42
380,Kerikeri,-35.2268,173.9474,63.91,95,98,5.01,NZ,2023-10-30 21:11:09
381,Georgetown,5.4112,100.3354,81.01,91,20,5.75,MY,2023-10-30 21:15:31
382,Greymouth,-42.4667,171.2,54.27,79,100,10.04,NZ,2023-10-30 21:11:35
383,Quiberon,47.4841,-3.1196,59.07,84,69,7.0,FR,2023-10-30 21:15:43
384,Altai,46.3722,96.2583,32.97,71,34,11.12,MN,2023-10-30 21:15:43
385,Kisangani,0.5167,25.2,73.24,85,17,3.31,CD,2023-10-30 21:15:43
386,Ocean Shores,46.9737,-124.1563,62.46,65,0,9.22,US,2023-10-30 21:15:43
387,Verkhovazh'Ye,60.7472,42.0465,26.15,90,100,2.68,RU,2023-10-30 21:15:43
388,Papao,-17.75,-149.55,85.68,80,2,19.1,PF,2023-10-30 21:13:14
389,Kavalerovo,44.2661,135.0572,48.54,66,83,1.99,RU,2023-10-30 21:15:43
390,Otjiwarongo,-20.4637,16.6477,65.84,22,65,7.43,NA,2023-10-30 21:15:43
391,Minas De Marcona,-15.2119,-75.1103,65.7,65,9,19.08,PE,2023-10-30 21:10:50
392,Nchelenge,-9.3451,28.734,75.79,70,100,0.47,ZM,2023-10-30 21:10:45
393,Pazaryolu,40.4208,40.771,53.64,65,96,3.44,TR,2023-10-30 21:15:44
394,Whangarei,-35.7317,174.3239,61.2,100,100,6.33,NZ,2023-10-30 21:15:44
395,Noosa Heads,-26.3833,153.15,72.34,75,6,12.73,AU,2023-10-30 21:14:08
396,Dudinka,69.4058,86.1778,1.67,97,100,1.99,RU,2023-10-30 21:11:57
397,Bahir Dar,11.5936,37.3908,60.64,92,100,3.31,ET,2023-10-30 21:15:44
398,Bilqas,31.2145,31.358,73.96,74,60,6.76,EG,2023-10-30 21:15:44
399,Guerrero Negro,27.9769,-114.0611,79.61,32,0,9.78,MX,2023-10-30 21:15:45
400,Tamiyah,29.4764,30.9612,75.9,62,45,9.86,EG,2023-10-30 21:15:45
401,Grand-Popo,6.2804,1.8225,82.72,78,86,5.21,BJ,2023-10-30 21:15:45
402,Bidart,43.4376,-1.5913,58.68,82,100,5.75,FR,2023-10-30 21:15:45
403,Selfoss,63.9331,-20.9971,33.04,80,17,6.38,IS,2023-10-30 21:15:45
404,Mwene-Ditu,-7.0,23.45,67.86,97,100,2.77,CD,2023-10-30 21:15:46
405,Manastirea,44.2167,26.9,65.01,53,2,6.2,RO,2023-10-30 21:15:46
406,Miami,25.7743,-80.1937,87.01,73,40,10.36,US,2023-10-30 21:12:00
407,Bel Ombre,-4.6167,55.4167,78.64,83,20,3.44,SC,2023-10-30 21:15:46
408,Zaragoza,41.6561,-0.8773,59.45,49,0,19.57,ES,2023-10-30 21:15:46
409,Chifeng,42.2683,118.9636,47.41,65,91,6.31,CN,2023-10-30 21:15:46
410,Nizhnesortymskiy,62.4397,71.7603,12.7,95,93,5.88,RU,2023-10-30 21:15:47
411,Ola,59.5833,151.2833,25.74,67,8,6.11,RU,2023-10-30 21:13:06
412,Columbia Falls,48.3725,-114.1815,38.14,64,0,4.61,US,2023-10-30 21:15:47
413,Saint-Philippe,-21.3585,55.7679,74.79,83,18,9.17,RE,2023-10-30 21:15:47
414,Luderitz,-26.6481,15.1594,65.52,45,0,10.33,NA,2023-10-30 21:15:47
415,Argostolion,38.1811,20.489,68.74,58,0,2.59,GR,2023-10-30 21:15:47
416,Benguela,-12.5763,13.4055,76.12,80,14,2.48,AO,2023-10-30 21:15:47
417,Dunedin,-45.8742,170.5036,58.66,69,98,4.59,NZ,2023-10-30 21:13:34
418,Khromtau,50.2503,58.4347,33.82,73,100,21.0,KZ,2023-10-30 21:15:48
419,Okhotsk,59.3833,143.3,22.86,87,100,5.75,RU,2023-10-30 21:15:48
420,Luimneach,52.6647,-8.6231,48.15,95,22,2.53,IE,2023-10-30 21:11:03
421,Sittwe,20.15,92.9,76.69,84,3,5.48,MM,2023-10-30 21:15:48
422,South Hedland,-20.4089,118.5983,75.13,88,41,4.61,AU,2023-10-30 21:11:16
423,Skanor Med Falsterbo,55.4,12.85,51.78,91,82,15.17,SE,2023-10-30 21:15:48
424,Port Saint John'S,-31.6229,29.5448,56.55,86,100,2.37,ZA,2023-10-30 21:11:06
425,Karwar,14.8,74.1333,78.3,84,99,4.12,IN,2023-10-30 21:15:49
426,Novaya Igirma,57.1334,103.9112,15.24,75,89,3.04,RU,2023-10-30 21:15:49
427,Amos,48.5669,-78.1162,31.68,55,100,6.71,CA,2023-10-30 21:15:02
428,Las Tablas,7.7667,-80.2833,82.96,77,99,11.99,PA,2023-10-30 21:12:25
429,Christchurch,-43.5333,172.6333,61.54,93,100,16.11,NZ,2023-10-30 21:11:04
430,Tamanrasset,22.785,5.5228,76.91,16,40,4.61,DZ,2023-10-30 21:15:49
431,Puerto Carreno,6.189,-67.4859,92.25,52,65,2.68,CO,2023-10-30 21:11:36
432,Touros,-5.1989,-35.4608,79.18,76,23,21.65,BR,2023-10-30 21:11:23
433,Santa Terezinha,-29.9002,-50.0904,67.91,98,100,8.99,BR,2023-10-30 21:15:49
434,Aktau,43.65,51.2,46.98,72,0,1.61,KZ,2023-10-30 21:15:49
435,Tumbi,-5.0667,32.7333,81.5,34,99,10.74,TZ,2023-10-30 21:15:50
436,Tomatlan,19.9333,-105.25,85.71,70,43,10.07,MX,2023-10-30 21:15:50
437,Kozhevnikovo,56.2589,83.9714,21.25,79,100,10.25,RU,2023-10-30 21:15:50
438,Palangkaraya,-2.2,113.8333,75.67,95,63,1.19,ID,2023-10-30 21:15:50
439,Mannarakkat,10.9833,76.4667,76.87,95,100,2.84,IN,2023-10-30 21:15:50
440,Bandar,2.05,99.75,73.15,96,100,1.72,ID,2023-10-30 21:15:50
441,Novo Aripuana,-5.1206,-60.3797,88.29,54,93,4.63,BR,2023-10-30 21:15:51
442,Nantucket,41.2835,-70.0995,60.15,98,89,13.35,US,2023-10-30 21:15:51
443,Remire-Montjoly,4.9167,-52.2667,86.04,74,100,10.36,GF,2023-10-30 21:15:51
444,Lazaro Cardenas,17.9583,-102.2,84.06,76,18,7.05,MX,2023-10-30 21:15:51
445,North Bend,43.4065,-124.2243,66.11,42,0,0.0,US,2023-10-30 21:13:25
446,Sydney,-33.8679,151.2073,79.34,30,94,3.0,AU,2023-10-30 21:10:55
447,Klyuchi,52.2667,79.1667,43.93,92,100,10.71,RU,2023-10-30 21:15:51
448,Patterson,37.4716,-121.1297,73.06,33,7,4.79,US,2023-10-30 21:15:51
449,Luau,-10.7073,22.2247,65.95,96,100,2.24,AO,2023-10-30 21:15:52
450,Yorkton,51.2167,-102.4677,21.04,53,40,21.85,CA,2023-10-30 21:15:52
451,Vila Franca Do Campo,37.7167,-25.4333,64.81,99,44,7.2,PT,2023-10-30 21:15:52
452,Imperial,33.0334,-115.4175,79.02,7,9,12.33,US,2023-10-30 21:15:52
453,Chibougamau,49.9168,-74.3659,26.22,86,100,8.05,CA,2023-10-30 21:15:47
454,Semnan,35.5729,53.3971,60.04,60,94,7.65,IR,2023-10-30 21:15:52
455,Marsabit,2.3284,37.9899,63.46,90,92,5.73,KE,2023-10-30 21:15:52
456,Dezhou,37.4486,116.2925,60.1,44,10,7.56,CN,2023-10-30 21:15:52
457,Puerto Rosario,-24.45,-57.0833,80.19,69,22,10.4,PY,2023-10-30 21:15:53
458,Vorkuta,67.5,64.0,10.85,87,100,8.08,RU,2023-10-30 21:11:14
459,Peniche,39.3558,-9.3811,59.11,89,100,4.47,PT,2023-10-30 21:15:53
460,Fort Bragg,35.139,-79.006,84.81,46,0,14.97,US,2023-10-30 21:15:45
461,Macon,39.8667,-88.9668,40.87,60,75,12.66,US,2023-10-30 21:12:28
462,Ta`U,-14.2336,-169.5144,80.44,82,59,26.96,AS,2023-10-30 21:15:53
463,Mata-Utu,-13.2816,-176.1745,82.65,76,36,11.88,WF,2023-10-30 21:14:58
464,Libreville,0.3925,9.4537,79.12,89,100,8.81,GA,2023-10-30 21:15:54
465,Nouadhibou,20.931,-17.0347,71.58,88,3,14.97,MR,2023-10-30 21:15:54
466,Shangzhi,45.2167,127.9667,38.89,37,100,4.32,CN,2023-10-30 21:15:54
467,Guarapari,-20.6667,-40.4975,78.89,84,93,14.7,BR,2023-10-30 21:15:54
468,Kenai,60.5544,-151.2583,42.1,80,0,9.22,US,2023-10-30 21:15:55
469,Sur,22.5667,59.5289,78.78,67,8,7.23,OM,2023-10-30 21:15:55
470,Ponta Delgada,37.7333,-25.6667,65.12,72,40,6.91,PT,2023-10-30 21:15:55
471,Mananjary,-21.2167,48.3333,76.1,83,80,10.22,MG,2023-10-30 21:14:27
472,Nogliki,51.8333,143.1667,36.34,71,75,3.0,RU,2023-10-30 21:15:55
473,Praia,14.9215,-23.5087,81.14,69,75,9.22,CV,2023-10-30 21:15:55
474,Sinaloa De Leyva,25.8333,-108.2333,88.16,37,0,5.48,MX,2023-10-30 21:15:56
475,Podgornoye,51.735,39.1496,57.42,67,0,13.42,RU,2023-10-30 21:15:56
476,Singkil,-7.9855,111.4161,75.02,88,58,3.62,ID,2023-10-30 21:15:56
477,Yaren,-0.5472,166.916,83.21,69,100,5.82,NR,2023-10-30 21:15:56
478,Brainerd,46.358,-94.2008,34.05,72,100,9.22,US,2023-10-30 21:13:59
479,Pandan,14.0453,124.1694,79.2,88,100,11.32,PH,2023-10-30 21:15:56
480,Cidade Velha,14.9167,-23.6167,81.07,69,75,9.22,CV,2023-10-30 21:15:56
481,Colonia,50.9333,6.95,56.59,91,20,9.22,DE,2023-10-30 21:11:49
482,Taoudenni,22.6783,-3.9836,91.65,9,52,5.93,ML,2023-10-30 21:14:15
483,Nagqu,31.5,92.0,20.55,90,100,1.48,CN,2023-10-30 21:11:49
484,Gonabad,34.3529,58.6837,65.3,33,93,4.85,IR,2023-10-30 21:15:57
485,Santa Marta De Ortigueira,43.6833,-7.85,59.25,75,84,5.01,ES,2023-10-30 21:15:57
486,Nea Alikarnassos,35.3333,25.1667,67.68,85,40,3.44,GR,2023-10-30 21:15:57
487,San Antonio De Pale,-1.4014,5.6325,79.83,84,100,12.12,GQ,2023-10-30 21:13:50
488,Gaspe,48.8334,-64.4819,36.25,63,100,1.95,CA,2023-10-30 21:11:23
489,Balqash,46.8481,74.995,53.42,83,100,6.55,KZ,2023-10-30 21:15:58
490,Bilara,26.1792,73.7056,77.02,32,60,5.03,IN,2023-10-30 21:15:58
491,Pathein,16.7833,94.7333,75.07,94,89,5.46,MM,2023-10-30 21:15:58
492,Tselinnoye,53.0833,85.6667,39.97,100,100,12.95,RU,2023-10-30 21:15:58
493,Leava,-14.3,-178.1667,81.34,81,5,10.56,WF,2023-10-30 21:11:25
494,Cruzeiro Do Sul,-29.5128,-51.9853,75.07,99,100,5.79,BR,2023-10-30 21:15:58
495,Dadhar,29.4753,67.6514,78.57,29,3,1.1,PK,2023-10-30 21:15:59
496,Port Alfred,-33.5906,26.891,57.18,94,70,3.0,ZA,2023-10-30 21:15:59
497,Malkara,40.89,26.9011,60.53,78,0,4.52,TR,2023-10-30 21:15:59
498,Bathsheba,13.2167,-59.5167,84.81,79,20,14.97,BB,2023-10-30 21:15:59
499,Niamey,13.5137,2.1098,89.89,15,6,5.75,NE,2023-10-30 21:15:59
500,Nelson Bay,-32.7167,152.15,75.09,48,70,4.0,AU,2023-10-30 21:16:00
501,Tadine,-21.55,167.8833,70.48,56,32,7.43,NC,2023-10-30 21:16:00
502,Hobyo,5.3505,48.5268,78.84,81,100,7.27,SO,2023-10-30 21:16:00
503,Chokwe,-24.5333,32.9833,61.39,71,100,9.51,MZ,2023-10-30 21:16:00
504,Maputo,-25.9653,32.5892,56.88,88,100,8.05,MZ,2023-10-30 21:16:00
505,Nova Vicosa,-17.8919,-39.3719,76.87,73,60,14.29,BR,2023-10-30 21:16:00
506,Valdivia,-39.8142,-73.2459,52.05,55,27,6.69,CL,2023-10-30 21:12:17
507,Badiyah,22.45,58.8,74.46,71,10,3.38,OM,2023-10-30 21:14:44
508,Mu'Minobod,38.1085,70.0285,56.03,38,85,5.06,TJ,2023-10-30 21:16:01
509,Lycksele,64.5954,18.6735,17.47,93,100,5.75,SE,2023-10-30 21:16:01
510,Kertih,4.5141,103.4483,77.02,94,100,0.0,MY,2023-10-30 21:16:02
511,Baruun-Urt,46.6806,113.2792,20.21,90,19,6.44,MN,2023-10-30 21:13:22
512,Ringkobing,56.0901,8.244,48.02,78,100,18.9,DK,2023-10-30 21:15:27
513,Big Spring,32.2504,-101.4787,42.24,50,53,13.8,US,2023-10-30 21:16:02
514,Floro,61.5996,5.0328,41.97,51,0,3.44,NO,2023-10-30 21:16:02
515,Mucumpiz,8.4167,-71.1333,62.85,87,89,2.19,VE,2023-10-30 21:16:03
516,Huangpi,30.8845,114.3779,60.91,94,11,2.24,CN,2023-10-30 21:16:03
517,Morgan City,29.6994,-91.2068,60.8,77,100,14.97,US,2023-10-30 21:16:04
518,Martil,35.6166,-5.2752,62.56,72,40,3.44,MA,2023-10-30 21:16:04
519,Bardai,11.65,7.2333,79.39,24,100,7.47,NG,2023-10-30 21:16:04
520,Sao Paulo De Olivenca,-3.3783,-68.8725,88.16,57,72,3.47,BR,2023-10-30 21:11:22
521,Ekenas,59.9736,23.4339,38.89,84,96,10.42,FI,2023-10-30 21:16:04
522,Portland,45.5234,-122.6762,62.31,41,20,17.27,US,2023-10-30 21:12:55
523,Cova Figueira,14.8905,-24.2934,74.59,70,73,4.83,CV,2023-10-30 21:16:05
524,Mahina,-17.5065,-149.489,85.77,70,40,5.75,PF,2023-10-30 21:12:58
525,Escanaba,45.7453,-87.0646,39.25,35,0,9.22,US,2023-10-30 21:15:06
526,New Amsterdam,6.25,-57.5167,83.28,70,21,6.15,GY,2023-10-30 21:16:06
527,Zakynthos,37.7914,20.8953,66.63,66,0,3.94,GR,2023-10-30 21:16:06
528,Novokuybyshevsk,53.0959,49.9462,35.78,77,100,10.56,RU,2023-10-30 21:16:06
529,Mont-Joli,48.5839,-68.1921,31.5,93,100,4.61,CA,2023-10-30 21:16:08
530,La'Ie,21.6477,-157.9253,86.05,72,6,11.03,US,2023-10-30 21:13:12
531,Fisterra,42.9049,-9.2629,59.76,69,0,19.98,ES,2023-10-30 21:16:08
532,Malango,-2.9627,119.9001,66.4,91,71,1.23,ID,2023-10-30 21:16:09
533,Al Ghayzah,16.2079,52.176,77.88,76,100,4.9,YE,2023-10-30 21:16:09
534,Robore,-18.3333,-59.75,93.29,52,40,17.27,BO,2023-10-30 21:16:10
535,Terrace,54.5163,-128.6035,37.31,60,20,3.44,CA,2023-10-30 21:16:10
536,Pueblo,38.2545,-104.6091,51.44,46,0,4.61,US,2023-10-30 21:16:10
537,Wettringen,52.2094,7.319,55.02,63,100,7.43,DE,2023-10-30 21:16:12
538,Majene,-3.5403,118.9707,81.93,75,62,7.83,ID,2023-10-30 21:16:12
539,Makar'Yev,57.8797,43.8069,28.35,96,100,6.31,RU,2023-10-30 21:16:12
540,Miquelon,47.0975,-56.3814,39.2,91,100,4.68,PM,2023-10-30 21:16:12
541,Jalai Nur,49.45,117.7,23.18,94,100,15.26,CN,2023-10-30 21:16:13
542,Nabire,-3.3667,135.4833,77.61,85,100,4.25,ID,2023-10-30 21:16:13
543,Ugoofaaru,5.6667,73.0,81.27,75,100,5.64,MV,2023-10-30 21:16:13
544,Flin Flon,54.7682,-101.865,21.04,58,100,11.5,CA,2023-10-30 21:16:14
545,Yangquan,37.8575,113.5633,58.17,39,0,6.85,CN,2023-10-30 21:16:14
546,Laghouat,33.8,2.8651,68.56,49,91,12.28,DZ,2023-10-30 21:16:14
547,Mossel Bay,-34.1831,22.146,55.8,83,0,11.56,ZA,2023-10-30 21:16:14
548,Nongstoin,25.5167,91.2667,56.7,91,100,4.56,IN,2023-10-30 21:16:14
549,Kamaishi,39.2667,141.8833,48.42,95,0,4.72,JP,2023-10-30 21:16:15
550,Ambovombe,-25.1667,46.0833,71.64,82,89,5.21,MG,2023-10-30 21:16:15
551,Conde,-7.2597,-34.9075,78.26,73,0,11.5,BR,2023-10-30 21:16:15
552,Lagoa,39.05,-27.9833,65.26,73,26,22.79,PT,2023-10-30 21:16:16
553,Khabarovsk,48.4808,135.0928,34.47,59,0,11.18,RU,2023-10-30 21:12:48
554,Qarauyl,48.9451,79.255,50.27,78,100,9.62,KZ,2023-10-30 21:16:16
555,Camacupa,-12.0167,17.4833,66.67,86,100,5.44,AO,2023-10-30 21:16:16
556,Williams Lake,52.1415,-122.1445,45.97,45,20,8.05,CA,2023-10-30 21:16:17
557,Villa Gesell,-37.2639,-56.973,58.05,47,88,16.64,AR,2023-10-30 21:16:17
558,Villajoyosa,38.5075,-0.2335,68.29,44,64,12.71,ES,2023-10-30 21:16:17
559,Aripuana,-9.1667,-60.6333,83.35,56,99,4.52,BR,2023-10-30 21:16:17
560,Fiambala,-27.6871,-67.6149,79.97,20,59,25.37,AR,2023-10-30 21:16:18
561,Malyye Derbety,47.9547,44.6808,49.51,69,66,7.34,RU,2023-10-30 21:16:18
562,Ouadda,8.0777,22.4007,72.66,65,18,2.84,CF,2023-10-30 21:16:18
563,Diboll,31.1871,-94.781,47.88,92,100,6.91,US,2023-10-30 21:16:18
564,Santiago De Cao,-7.9589,-79.2392,68.13,83,40,12.66,PE,2023-10-30 21:16:18
